"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Italy","ITA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18301.0239715323","19187.868598942","19775.5313975853","20061.1054760768","20924.4732937704","21977.2005925411","22676.3104829085","23460.9049269271","24681.8156545653","25168.3786265157","26657.917164859","28251.2810766843","27910.2030975035","28471.5773863855","28791.6647893877","29666.3700358286","31988.0866632388","33731.1749775452","35187.759862161","34170.1590004872","34716.1006356343","35901.2590208206","35524.8985085745","35074.9728120749","34757.8406643675","",
"Jamaica","JAM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4777.0292109031","5140.35873777369","5322.73227594669","5918.62467943546","6080.92344408114","6302.39946882659","6333.73368202498","6307.98471346492","6172.26357727044","6289.30427214734","6451.10032642519","6645.36378432459","","","","","8217.81243245328","8524.29950365055","8598.92011697598","8252.83076513337","8201.12426816895","8484.58569882361","8673.86419856837","8892.58137838714","","",
"Jordan","JOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4561.4635892548","4291.5884297734","4946.68929634667","5064.29322122106","5222.60340587573","5480.20403259394","5525.39603976808","5649.35329621884","5727.11367906806","5863.91488244604","6099.14741167899","6406.70857988282","6716.57289260808","6961.63326972743","7580.59227052261","8274.0292494962","9010.29958410936","9785.40626232972","10467.8223183509","10882.3274217693","11028.3992419558","11292.2002859495","11543.8093476065","11782.4670742778","12050.3097842692","",
"Japan","JPN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19229.6427299648","20466.6666511353","21052.3219182789","21536.8446826851","22109.6671721078","22921.5338006118","23888.6061391758","24626.3790487805","24328.8067524184","24606.920710743","25938.1952140236","26559.5418541338","27241.1030286307","27941.1739449145","29377.3434421017","30441.3480837946","31790.6501612767","33313.8603477128","33495.1780721489","31857.3650550917","33740.527185891","34315.7984145976","35598.0856094825","36223.3406743794","36426.3022068977","",
"Kazakhstan","KAZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8226.84179430913","7518.47565099977","7287.34657060729","6819.42200897747","6175.97194826658","5890.10323962094","6119.60526112616","6430.96794992249","6488.27876955656","6830.18398106011","7693.28301206379","8946.0686238051","9973.16388385506","11080.6951584284","12391.9656108405","13907.2204610883","15701.328729894","17354.1556243239","18057.1501673062","17933.5531569465","19204.5841538842","20772.0661241604","21891.7260216462","23213.8812187455","24204.6669607515","",
"Kenya","KEN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1535.66627904047","1557.27915004816","1529.81490599636","1523.35986566117","1549.73044630598","1605.60311535449","1657.7158722807","1651.44023919053","1682.15768158274","1704.79744896572","1710.87676277512","1770.55897237334","1761.75076839662","1802.21452711859","1896.19500841667","2019.35977985998","2156.01746470965","2306.86623632133","2296.31241176216","2327.84335452549","2487.22454240224","2622.73016894886","2717.73549074279","2838.37906576205","2954.07662839601","",
"Kyrgyz Republic","KGZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2245.78952931283","2103.67398674337","1831.53839978536","1584.77802934513","1293.88325511607","1236.8192491095","1328.80639423734","1464.04838596266","1488.33129676963","1543.24546805905","1644.31196223471","1754.55432690017","1764.90515386387","1906.55626023315","2071.41748052266","2110.37792883622","2218.72792315876","2448.89918445326","2681.12217370498","2746.10263795097","2733.72932644944","2920.6032099095","2921.35902553724","3223.8952896371","3322.21943115552","",
"Cambodia","KHM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","707.07983920152","761.348663745307","801.063863009295","834.271524898891","871.214869288015","900.730780244856","998.824598302446","1086.55256933803","1176.4427598213","1250.96544049809","1360.91201136572","1518.08620817814","1746.87881939656","1964.211754227","2189.50415505289","2346.80395352459","2331.42529400239","2462.45278003087","2648.65001849867","2846.7285835781","3051.02493746359","3259.26307992955","",
"Kiribati","KIR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","921.462763466369","895.116093551975","931.079864286568","974.003503652375","1030.47752615845","1027.65033803777","1093.80821028752","1155.71202900349","1274.83024298862","1274.1986458306","1402.78660669401","1420.40995607844","1425.88324884619","1486.56500412191","1547.12952375774","1563.32856994272","1507.24520529762","1628.20073097933","1669.00407649615","1635.13086091302","1613.41844350417","1659.29395249824","1704.65502953346","1749.90848769123","1797.34869890244","",
"St. Kitts and Nevis","KNA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9215.68626806476","9518.86402730654","9972.66802415182","10765.7833724852","11412.3469739586","11929.8458201533","12792.4672439494","13735.9309408541","13883.7124218627","14650.1536555056","15128.3955619198","16007.5629705715","16298.3954553683","15946.2402403504","16876.27869676","18755.1689540035","20190.0854733106","21041.2217796774","22065.1510401237","20734.8256180938","20064.4254138757","20571.9701241134","20433.2295998518","21259.8895563898","22669.0148846452","",
"Korea, Rep.","KOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8610.68520991556","9665.34860881714","10347.5104371033","11150.3672070599","12262.5693312055","13499.7795838568","14594.3023787553","15553.5492389146","14717.3732758923","16428.8466583594","18091.485461434","19198.4972690278","20784.9455980244","21389.2442832013","22967.8126305137","24219.788858625","25863.2152320764","27872.0842795444","28718.0448076989","28392.7500627166","30465.2536063364","31327.1268995123","32021.7405858499","33089.0800299848","34355.7298411274","",
"Kosovo","KSV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3684.25374061736","4781.40351035894","4817.50068109512","5203.86885168692","5482.90930760432","5996.69612297715","6407.58687783686","7000.93884212887","7268.44818690708","7507.83546719064","7788.23376691496","8226.86374964753","8537.35038509056","8898.25743988885","9228.29263819399","",
"Kuwait","KWT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58116.0941793898","59503.3285905545","60240.3992362408","60265.330533979","57274.8276671756","58902.3614095146","58837.4100415401","59960.2583220956","69907.2230061462","76976.2337921674","83700.8736556958","87873.0823907777","90001.2223751767","88247.5113722512","77579.9588604524","72202.3428627651","76306.4367040381","78454.0917082141","76886.0972089803","","",
"Latin America & Caribbean (developing only)","LAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5582.2551724087","5773.56414602273","5865.47873589765","6476.17469291156","6833.25696166415","6867.57158025499","7089.97046623887","7423.4773157452","7525.30898488475","7651.59301258541","8052.72823576878","8175.2867934578","8367.9690845711","8577.20308315992","9135.91155567967","9736.84196997685","10474.0412444737","11180.4498407314","11772.6819737377","11678.7649960476","12392.7150551076","13160.6477467314","13573.1155963596","13976.8691429616","14362.9092018208","",
"Lao PDR","LAO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1047.77203662459","1097.21217776719","1151.57739036542","1214.98815130704","1307.84470883828","1395.14297354273","1485.84109739066","1582.51262680621","1632.11088655008","1747.32975258805","1860.04888420138","1981.50933129105","2100.94002552862","2241.60775984521","2415.09503882319","2629.95866502422","2897.09143324685","3145.83002458304","3397.99601065547","3616.21589406683","3904.35713550036","4233.38124754279","4578.84109529858","4960.96982673723","5320.35007547987","",
"Lebanon","LBN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4998.96180979581","7010.31027118972","7308.49731020926","7787.98231127812","8377.18954828736","8934.29466163948","9447.67626780961","9323.71906249716","9696.79977144653","9668.01082062895","9777.09417113725","10010.0722021289","10020.6126557041","10042.128960612","10625.457002367","10914.5421707921","11232.464234897","12528.1674672799","13854.8374211752","15131.6497834122","15948.4548578408","16409.2583144577","16871.0744168325","17073.9029956332","17462.198719749","",
"Liberia","LBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","461.034990345329","531.685126280477","663.065081365679","673.111264722726","692.555069462674","484.972305171243","501.664434820966","530.961126639624","571.199167229192","617.233739329844","646.698455322754","659.44390033416","683.792111439498","732.633006942041","784.151646173132","844.243544350797","840.703480348102","",
"Libya","LBY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16730.8569884065","17435.8314297275","17224.9887662723","17039.0932385718","19322.8651174505","20397.9646070555","23154.4321129185","24962.8052828181","26753.9472447552","27525.0702134984","27135.3563665216","28583.4658840964","11023.4371395436","22965.311403563","20204.7854121012","15590.7530475174","",
"St. Lucia","LCA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5157.06378047646","5394.17442631864","5830.68917150321","6052.3035554388","6196.87778720118","6455.10948883187","6839.62093637987","6890.76831062217","7307.80209188992","7496.3415502088","7910.15004802674","7707.37835821802","7748.08856839587","8203.09650310419","9018.78840838091","9044.96534658021","9964.68707864815","10021.4320782474","10416.2225340183","10414.4624544711","10302.6241101154","10534.1943249535","10457.9563916166","10485.9133907136","10392.7864593422","",
"Latin America & Caribbean (all income levels)","LCN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5945.73157867785","6248.80955644406","6461.11500266039","7044.22749407589","7404.53760651761","7469.83146590327","7728.58877853946","8136.3808307311","8275.32303485885","8324.80535482188","8722.2081102665","8851.4017234716","8889.98940954988","9126.70592864092","9815.03234135209","10534.1884832276","11421.7373714366","12231.5717861712","12817.8661284823","12691.3027165519","13455.1465720093","14327.279823375","14776.9029285112","15209.0360739751","15533.7613597295","",
"Least developed countries: UN classification","LDC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","809.704332906266","834.860831464914","840.523797177931","844.083612209914","858.553651607837","897.80782379712","938.89043314057","978.592387855779","1004.43069671479","1037.85093158117","1080.32992593746","1137.23738391746","1177.25495124807","1231.9250962068","1314.83814636684","1427.27852160094","1540.41297655164","1676.57130766832","1786.12245250072","1837.22990513738","1916.19633150613","1981.3680323361","2052.72060175359","2148.23659242648","2254.42458841133","",
"Low income","LIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710.670742026814","726.285473391157","701.807368654568","702.437887771704","713.366330176323","736.719612672617","771.802249444975","791.865886731706","800.915633325571","821.171073012499","839.073752606459","876.922051011909","887.315900568652","909.492925611257","964.426956713698","1033.12265141112","1095.39417523601","1169.46929303314","1225.01276876505","1265.94323156238","1330.30677375194","1401.75079383039","1447.37783137585","1515.4911094338","1600.53013937284","",
"Liechtenstein","LIE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2158.5129865867","2298.91298637517","2432.37573189191","2628.88457790643","2796.35583293453","2971.00203424686","3105.94676618267","3319.460463256","3472.74102358581","3625.02651958851","3920.50175183773","4011.93728440914","4207.27230336583","4486.32335276857","4795.15878647513","5202.43590767467","5711.24520960181","6205.19632838825","6634.83851594196","6852.76117507668","7418.83675499007","8111.55414159744","9014.48003135054","9737.74757425328","10527.5304871991","",
"Lower middle income","LMC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1779.55022864478","1827.49720698419","1879.0807995048","1932.24297506012","1997.57009970989","2101.35382703273","2223.14034772147","2305.76799700656","2307.82730008375","2412.88967586168","2530.76879538183","2653.43051417049","2750.34019661007","2932.62137264381","3201.48702416866","3472.75618923258","3785.02692991739","4120.69798374602","4328.4314525488","4518.05860573918","4839.94371366956","5127.59747906549","5389.92554440029","5698.53188287714","6025.9912919618","",
"Low & middle income","LMY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2154.14235146886","2223.02514275955","2314.56285394656","2463.9624898574","2591.52673707133","2725.41675072728","2894.26687432571","3041.42687536339","3134.14706247876","3263.82551811866","3470.59674291507","3634.75722148228","3810.33182191628","4048.94208875374","4437.39025133332","4855.96500258653","5358.07233589419","5906.65681021837","6309.26912109351","6553.98303427243","7070.19743756899","7567.24909206912","7989.31052584404","8429.26242152676","8871.2357372953","",
"Lesotho","LSO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","840.594524953351","885.656408973931","952.573336537567","988.022078879291","1043.48026706166","1068.73937316599","1128.65653011604","1179.95653201809","1200.28178014506","1211.57807223924","1291.19720427651","1365.2474880814","1383.23875048476","1466.66721136702","1530.83972419368","1611.19994434206","1719.28833633838","1834.11935218","1960.73825030907","2023.79394589935","2187.49913709892","2297.43265716522","2426.39062572621","2544.10076329294","2599.79604764009","",
"Lithuania","LTU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13254.7942644052","14681.9848959335","16739.2718052514","19279.0908129329","20796.8011443022","18283.8165333825","20052.2335306206","22530.3035736291","24083.781462775","25714.7327905742","26642.7612042623","",
"Luxembourg","LUX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32012.2484157523","35458.9817348803","36439.9329566474","38355.6351162348","40118.5552028563","40962.3835360947","42301.0095061045","42916.5369831716","45435.7136319992","51576.689372055","56416.8887643134","56076.6543673773","59351.640247055","60687.6590840744","65205.9873904676","67166.5837107355","77104.7577063805","81022.5796006558","84733.555096066","79945.6949134321","84200.5692819622","91469.0876873736","91849.9202148498","91047.5888834933","","",
"Latvia","LVA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6066.02327539068","6190.1106052999","7261.91657922819","7939.87145554712","8519.47281138137","10159.5648286539","11289.2035706138","12355.0874002558","12452.6509930669","13305.4687608456","14276.7068306252","16777.2806178458","19083.7076270176","19947.2714744946","17045.3688913053","17488.7587894008","19405.4723907305","21176.3382858502","22533.6121366222","23337.3769608016","",
"Macao SAR, China","MAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23903.8664980105","24937.6248267699","28262.3505970673","29866.8598411815","31266.5957953069","32419.6121115927","32329.9423938901","32243.571696154","30590.8950683101","29840.6528854492","31776.8794999342","32971.7166892053","35958.6516094544","40689.2386858982","52141.753407314","57231.3524305166","65868.1662269129","75225.7360287211","77074.2728487409","76848.735580518","96725.4196321235","117101.024176378","127543.976226416","140644.394985026","139767.230119551","",
"St. Martin (French part)","MAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2493.68876668133","2720.6823569215","2653.81498035763","2643.58532548737","2961.02440832999","2787.91179231042","3174.29945297616","3120.51942675626","3362.29525845627","3390.2046592716","3482.1512763028","3788.8769562715","3933.48442573438","4222.42946558968","4501.14543187217","4735.25583167348","5204.27120067411","5428.3800759129","5778.85509178013","6027.99682821949","6245.02352661895","6603.1710826617","6805.47642727797","7107.67517299995","7292.6789412171","",
"Monaco","MCO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4162.19455096952","3604.82149746551","2612.66672019923","2646.29956118078","1872.56727104366","1893.01605468873","1831.00269852298","1899.14971601483","1795.70124976658","1763.96067611739","1845.73572643488","2007.43805349704","2202.33286157265","2401.25333794586","2656.67397738864","2954.64601189594","3200.43821094242","3394.27039116525","3736.68857125225","3544.02572197564","3845.63557297889","4179.21480881512","4225.01564954972","4692.15920691803","4982.63880922925","",
"Madagascar","MDG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1073.38073196302","1008.34686836071","1012.45243902317","1026.46986950094","1015.7594213833","1022.33791751306","1030.42554327682","1052.90097379013","1071.70138582244","1103.53798516457","1146.17778602718","1205.26229011146","1036.72336766797","1126.58153417178","1182.87571725409","1240.33496743101","1304.444598284","1382.71053646262","1468.21029198666","1380.5659133154","1362.29876646906","1371.64857524238","1398.87083344661","1413.98004283006","1436.70562587032","",
"Maldives","MDV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5721.3626655693","6048.19768978031","6918.02860955839","8002.17359103959","7488.31418610926","9100.63265222071","10161.817208882","11296.7132741395","10508.2482682981","11201.0734668637","12444.4319020283","12625.7256778391","13555.7373115964","14532.6343338447","",
"Middle East & North Africa (all income levels)","MEA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7128.6078323233","7256.8995378617","7671.19073926408","7881.1302955886","8084.53519002745","8316.85003070095","8740.90484594976","9091.91458563672","9464.46203797011","9717.34077791437","10238.9619436508","10533.5211362337","10764.3078582275","11172.1597312498","12217.5636807364","13023.5697415792","14001.386031232","14868.6244316892","15580.0882014203","15705.9802825233","16346.6864503612","16896.0380963797","17476.6315454422","17769.7311335284","17965.782261335","",
"Mexico","MEX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6019.2580136362","6353.26473253702","6600.6619167041","8442.98554921876","8853.97281949511","7978.60767173425","8348.03432596057","8926.80406179498","9265.63202118373","9710.50426205321","10318.5303136191","10301.6212989308","10348.6155830997","10588.3432928188","11198.54857407","12070.8960874487","13165.8220303418","13717.4586006233","14272.1949429845","13930.5981703463","14599.4455033332","15754.1971590112","16145.9670867557","16200.5820569466","16949.7384858594","",
"Marshall Islands","MHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1906.78538852923","1923.95081222828","2069.85543180185","2216.30998876145","2371.64080070513","2597.20779550831","2354.74802674599","2227.67205620666","2178.31881577888","2152.25391139222","2327.09777924663","2506.68014728994","2612.89137476874","2671.88242436508","2745.99079090569","2913.19316634177","3059.13400505763","3255.60155419717","3246.65860011561","3210.98056271157","3442.84928968196","3507.20170513864","3730.05332605965","3889.68483088923","","",
"Middle income","MIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2281.61637811388","2356.46923619308","2458.91944857771","2622.74289928539","2762.53638269078","2908.54707041823","3091.92903098539","3253.09861785147","3356.09221599047","3498.90945468678","3726.69393111617","3906.91761813366","4102.52259921745","4367.02982176279","4794.15227057052","5254.277553535","5808.37790276734","6414.23397517812","6862.01682136413","7137.49215423561","7712.97306554661","8268.1309083854","8744.36937334294","9239.46123661468","9736.28086634983","",
"Macedonia, FYR","MKD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5320.08758286108","5178.11351675104","4977.04064730741","4743.91662921354","4781.00413835871","4832.79047866928","4967.23441359411","5096.26715688651","5316.33966469517","5561.17073906401","6244.55845882306","6285.02476852639","6378.59101609291","6683.53541917061","7217.96655578324","8210.6393093248","9160.81990290483","9672.57563666515","10791.1993643655","11308.9931182775","11670.2871457782","11641.2451716498","11874.0972093945","12468.3574427875","13142.4247960246","",
"Mali","MLI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","667.688618888441","685.663766076741","741.058221831329","722.919110462734","725.017343464253","765.135826699116","783.028288952173","827.954078341067","863.913134542778","910.769647516495","934.292632397942","1040.21440025892","1067.49551687905","1134.40036942947","1154.21414685194","1223.90026709806","1325.61437437621","1373.03939735744","1421.70884869704","1448.37984494904","1503.03259817974","1528.40030798076","1503.97770037505","1513.93128794436","1599.34246144535","",
"Malta","MLT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10939.1250084037","11891.0230567838","12608.0695560009","13359.0609730743","14287.5465585211","15406.2863387735","14666.2019004911","15562.6345959896","16269.2401348229","17029.1121670287","19050.8826488814","18260.2866147759","19328.8962853756","19721.9178621331","19948.2609472727","21018.8451222848","22291.3360688937","23620.878284418","25462.0644350166","25836.9704222516","26671.46656418","28177.540230618","28276.1982450686","29126.8266232678","","",
"Myanmar","MMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (developing only)","MNA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4949.33149486224","4866.379502062","5114.53983999878","5217.08249781577","5329.52570028059","5483.59490440633","5832.87031745911","6085.31964324604","6449.61419436039","6747.10011678216","7040.52859379302","7324.76593161076","7556.6110526061","7728.19005053279","8447.1355183345","9004.99402388291","9659.19171484893","10266.5706841681","10690.2259822602","10945.9268398651","11461.0375412299","11490.4837143888","11765.6650011726","11862.5300028268","11826.7761730558","",
"Montenegro","MNE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6614.72028302625","6812.41747949453","7020.22937949735","7309.98583576977","7827.58977696127","8405.78049759635","10529.0704238162","12484.4235069882","13919.9374005346","13131.9314230933","13339.0136473913","14081.778018585","13588.8900136278","14135.6178527044","14323.2559986056","",
"Mongolia","MNG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3310.85672791694","3076.08674843485","2822.41818147554","2773.65195123829","2871.20265647027","3094.18382249314","3195.32104736163","3349.00862763635","3468.87687470804","3598.66331879435","3689.70038716884","3849.42262344254","4053.67763635173","4378.35059140543","4921.78283871635","5384.32091280902","5949.15139124392","6644.31823459472","7274.12691595785","7128.21595957476","7552.64605333124","8889.34553776354","9985.44466752712","11113.1578687708","11945.6538243855","",
"Northern Mariana Islands","MNP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","302.827996886221","319.917940360028","299.923739070435","320.7214526243","336.34087181805","340.440635549382","361.017410589634","393.705498971381","429.572625203765","459.435714173401","462.260737174213","514.193241177486","551.783081224813","579.3272127082","628.701860842124","685.065384310036","729.637765577632","779.653540471808","821.728536410071","854.096894260955","897.472273228171","956.60694151833","1013.65371395586","1073.35422253047","1137.11939428716","",
"Mauritania","MRT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1810.16249353454","1851.60213059157","1875.69445257563","1975.91926016103","1900.50298966203","2069.2944621731","2164.92085380548","2051.12540857568","2068.13791126959","2194.33258284309","2167.34295796251","2192.46736604295","2172.43432458666","2277.1602225356","2401.43814427675","2624.64192463515","3128.76828684915","3216.69138219374","3231.4538629787","3141.67224078336","3248.84190283182","3375.04653885803","3550.25211761657","3713.64069737211","3911.75584797448","",
"Mauritius","MUS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4891.30775003481","5221.62865575046","5614.11910145214","5968.60984995401","6259.49957457368","6606.98254658913","7031.24238826111","7464.28299965786","7919.62809145307","8146.52837546942","8995.16401411572","9362.66486021711","9640.13479678384","10118.4312038124","10925.2994343502","11349.4260540744","12103.3292838055","13097.5609781749","14039.5985775445","14538.8784240558","15283.4524907274","16179.2915316024","16949.7077388467","17713.6563605574","18585.4118605515","",
"Malawi","MWI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350.642822365103","385.938951046972","362.816612641095","406.830611766048","371.8688672862","438.746799563415","470.630467762097","484.556658653135","494.291581475022","501.96575850059","507.004940986059","479.957463071649","483.127676767267","506.88904058975","532.137364765661","549.781865030815","562.278547895132","613.957885681997","658.385990165989","701.905580335151","734.308766708981","758.581599619518","763.028341418282","790.025985952137","821.607030236924","",
"Malaysia","MYS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6566.21696354055","7234.30642263129","7849.03559192595","8608.55466174804","9361.57579399424","10233.1433772472","11173.5281241002","11890.9158281978","10861.4372579694","11428.2378189957","12440.0605658528","12521.9838811379","13135.4988510024","13906.5434484333","14979.5762918674","15992.995717851","17095.5300429963","18329.6467066954","19255.9449818196","18788.2354688533","20096.8482599485","21233.3502475903","22481.3407296382","23536.8077752542","24951.1470520003","",
"North America","NAC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23560.8433265665","23961.6674784582","24979.0409409777","25934.3372583654","27237.8617020229","28234.6589208698","29449.5346854213","30922.0367339154","32272.0367373772","33928.1757717953","35725.7504363498","36553.562584216","37426.4252078943","38924.7132500497","41102.7908115705","43487.6988116501","45590.868810755","47193.7092539582","47586.1863011636","46184.0895289254","47551.6332727489","48967.3455839374","50543.0265956494","51985.6270163067","53572.5237102766","",
