"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Djibouti","DJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1976.38309679395","1883.35831507455","1875.62139116268","1759.02042805773","1750.41617595618","1695.37919559393","1625.46661660228","1611.17841570572","1600.83597794036","1631.78135580029","1648.23590210767","1693.30780369456","1737.41075585463","1801.69876092203","1894.56523717184","1989.61441692377","2120.47479989901","2258.25417236749","2405.01790482985","2511.98751467691","2621.60065356381","2782.97129179065","2879.47884703973","3027.73824661527","3197.8678185095","",
"Dominica","DMA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4304.92581046024","4480.25771817194","4667.702570976","4843.59395154861","5005.7342548868","5211.41526103251","5463.65942065782","5671.10740477866","6057.49663631831","6227.03342329233","6413.09226944837","6592.06976572687","6562.16897174141","7181.60360578901","7589.98191838227","7803.20885270663","8418.00478908489","9151.47124812475","10015.1638435789","9959.78137709802","10165.1108887331","10332.3809021594","10330.6046701255","10342.6574314206","10698.5020994305","",
"Denmark","DNK","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18795.2976014056","19622.5097511638","20398.7043922059","20795.9176273018","22336.4305390554","23379.1181058367","24476.6561509781","25702.1797221745","26622.069642475","27544.0065605429","29566.1862400184","30239.8737151692","31597.6898560098","31265.7916382586","33152.6479238749","34079.9597620429","37189.6598813732","38674.4095784538","40838.1887464738","39624.811163851","41806.9299938892","43314.0563639927","43560.0603456731","43782.165053723","44862.5039799774","",
"Dominican Republic","DOM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440.59291029783","3519.1350511471","3901.63485280836","4202.5507817703","4310.6544419865","4560.33659174398","4890.04560235001","5283.4396234173","5623.64625897015","5997.17898470595","6379.55762390669","6540.25646034879","6917.52968876365","6931.27887987501","7108.11198853605","7899.63816652982","8882.58974510003","9753.36018173867","10116.6464666172","10150.6161978671","10981.1765567903","11375.6203912161","11734.6555971206","12325.1365449308","13262.2922569545","",
"Algeria","DZA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6618.79555639565","6593.70604237708","6707.1208684437","6576.10947638788","6520.43592571864","6779.74776351439","7062.54672833991","7146.80961333719","7480.39598850997","7728.44561156749","7970.15016615566","8418.00673984232","8913.00244911103","9623.58119765701","10180.6679901572","10977.4834258875","11342.9405721612","11860.5791194864","12140.5362404706","12221.0698519372","12590.0814953833","12964.8272133613","13370.0792680085","13676.4716541713","14167.3396769179","",
"East Asia & Pacific (developing only)","EAP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1409.12708788549","1552.55946622763","1730.48030750808","1935.14112407573","2157.34791783949","2387.38948853247","2612.64601259539","2806.52444223916","2821.54337874122","2998.02817797246","3257.27228180557","3509.51823968785","3798.19112928031","4166.14909229912","4613.91652130969","5168.78711564415","5836.86594339698","6647.63053247006","7285.52687451794","7814.72350128682","8610.95286638094","9445.12164032772","10247.3212837952","11055.0071332309","11879.6008732318","",
"East Asia & Pacific (all income levels)","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3157.38298652901","3401.53730430565","3623.55025258746","3872.97603247391","4154.48858654955","4456.80272278734","4761.99779020676","5022.11286673167","4998.65381454378","5234.00684812829","5618.47393556212","5910.87316758383","6271.79297877559","6680.53822875288","7253.26991457251","7884.16803179461","8657.33605579109","9582.40467157309","10197.8388881923","10575.4693032745","11500.7013036949","12362.2216235589","13197.3495398058","14004.1441681642","14812.0643512131","",
"Europe & Central Asia (developing only)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5045.4710344617","4824.99579961849","4542.01810097108","4397.95920413202","3993.04080066517","4020.28341777721","4150.75447280061","4329.9750723675","5025.26647473701","5000.07932936319","5532.4249507733","5744.20299471397","6045.59504923906","6454.26214817301","7344.19734515654","8144.23421087953","9284.31205231067","10289.9699048829","11240.7859138658","10935.1372682997","11714.0183177805","12678.5562107299","13085.0295314933","13599.1586131683","13903.2325276253","",
"Europe & Central Asia (all income levels)","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11468.0583327538","11748.9106013462","11760.3779484546","11821.3035603373","12032.8306603769","12452.9979644645","12897.221292361","13472.8480567536","14124.2137847168","14651.8694984865","15808.2294832818","16622.2743353595","17330.8812230464","18005.0262153888","19117.680391154","20322.6399977515","22502.9419502432","24073.3482166972","25646.65543366","24941.6661385759","25821.2661428009","27186.732105351","27761.8778958657","28264.4296506563","29002.7884397598","",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4829.41270739928","5083.47279796179","5187.93368265587","5294.73708266613","5514.17477641571","5633.17287508498","5714.02391354502","5940.55221859553","6079.3885096092","5768.53561706424","5855.63471487779","6120.93180362061","6360.9706509001","6555.37323467737","7169.97333079168","7664.2898059767","8110.47971496102","8366.13008075295","8920.47732040206","8889.19229321942","9163.15787339406","9926.95249585147","10465.6673498493","10943.0055277226","11349.7059704088","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3887.00693044447","3968.7663794346","4150.48832030177","4286.19835302134","4464.83907194164","4680.81984999929","4912.68557003762","5176.8082039728","5347.74841297304","5658.91416443906","5989.31045059875","6227.08379794343","6353.09145821101","6562.78427499562","6890.5739757546","7296.87373161606","7895.43274015666","8531.18914573403","9158.89539166156","9484.70875547438","9897.24325888233","10071.2052571796","10247.6052006201","10382.9330843549","10529.920903436","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16813.3410940868","17778.8250428233","18356.5640595595","18592.7587475794","19403.4111800964","20248.2790509703","20904.8148475055","21756.0897443797","22770.6741118351","23642.1193629572","25091.4693489958","26351.3507573602","27184.0467014525","27662.3388941949","28718.2379717678","30007.080929005","32488.2245788343","34414.4428972361","35806.7145212778","34868.4827199119","35864.9007002455","37275.3117565725","37567.8946959712","37773.9706405096","38693.7866485223","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","748.791601014708","872.458801682192","1081.12280279674","1129.3981227375","1241.38796653297","1338.25082694082","1345.14625194373","1329.1040985222","1277.34504577829","1374.2499948579","1386.62587284662","1327.69979578056","1337.52078066299","1373.42125734794","1365.03911950392","1388.50523658589","1250.46729178954","1282.33384215645","1299.28988595228","1411.15763791112","1505.03070973298","1514.80184784702","1528.94282577819","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13707.9353250433","14491.7860414266","14910.5836084619","15060.9817401992","15705.7553345086","16436.9427483467","17212.4290423052","18180.282325008","19390.712378135","20316.2328865735","21875.3907179869","23213.2763516814","24659.0987041919","25334.6166965645","26444.9607151609","27868.9519489624","30879.856395603","32806.7075470748","33729.5167903525","32807.206172261","32350.5162163131","32673.9604674027","32769.7173999104","33092.3754706122","33763.3936623104","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6343.10758439945","6953.60920485154","7998.70473917062","8469.79484888608","8758.48909857866","9709.10646927595","10526.5133504086","11783.8441238123","13220.284747507","14666.453679531","16557.4143152357","19305.7699898451","21831.4917169567","22500.3839554383","20201.7086104637","21085.140620296","23575.6871477399","24735.5166635822","25823.3887479939","26355.3680911883","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421.63620620335","390.53376603593","351.944381443016","393.378997314018","400.425262327577","419.64593667481","465.448573426828","473.683580301147","448.891367511701","465.606396452545","490.727652458712","528.081539822286","528.859879619073","512.87539437373","581.837065717397","653.116048568154","725.96059894653","808.518981468891","889.267960601958","949.493891376256","1053.79672105835","1165.21683848196","1256.10438368753","1373.29369528619","1493.8507874807","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15017.1850829051","15651.2748125081","16103.0211695403","16417.1235363493","17190.2828275578","17960.6273026961","18686.4051276177","19511.4155949142","20376.6194600797","21134.4244526968","22564.7439747428","23738.757696815","24647.2648965034","25276.11466398","26480.4208842848","27693.3078320181","30023.3730436056","31794.8818466554","33107.1096686513","32328.9710009228","33193.0634827236","34520.5279430008","34935.3405181495","35337.3664277105","36244.0351721893","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1862.24181238394","1389.05431778772","1476.72503681425","1578.96365823548","1624.45747199856","1676.9669301635","1794.51314235559","1957.76054994929","2212.22515405952","2372.70800021392","2413.96816819292","2468.31441789871","2404.65566342583","2230.32483514417","2578.79311883881","2750.87636974843","2946.73362526941","3093.52795980749","3224.64297985556","3309.4573978258","3431.50202762527","3204.9104234736","3545.19533297955","3639.42092884899","3526.28518272353","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17927.2098514189","17333.4352638563","17043.1071820888","17236.8227658934","18218.3998777274","19307.0106357293","19837.9417467455","21589.1129774827","23279.1062223323","24501.7799104739","26472.8317600208","27535.2944725082","28421.2398938674","28813.2921540656","31092.6111149113","32065.1707160028","34523.7075112213","37508.9190666751","39729.648543659","37546.5134875183","38296.5063062292","40251.3735098925","40209.3173459295","39869.2995728749","39754.4852404505","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3678.50598064943","3663.91772100939","3927.61930704626","4049.65797953205","4286.35161353172","4428.28214226978","4671.46096919007","4597.76983407412","4664.23092733282","5112.86081407561","5110.34325658787","5311.7478108877","5555.80357784339","5716.70241866081","6172.1443379964","6388.28814026891","6661.38261901742","6720.8764781056","6853.88458750058","6741.07936285841","6958.86776827883","7232.64868608012","7438.66741202338","7755.3602430746","8112.55752774621","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17525.8781659994","18282.9017341034","18904.556278082","19152.5986731833","19944.5724643189","20710.1492119234","21309.8095215161","22237.0352489186","23332.7349735234","24249.7116642788","25979.1176451987","27420.9590222577","28503.5667367152","28090.6487077565","29035.9674336093","30375.5606760951","32287.0779685654","34037.853683776","35141.8379392758","34808.589784226","35866.5388019451","37325.3043394949","37255.7006516981","37591.6893444519","38847.4508624151","",
"Faeroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1785.85119600326","1932.81522995325","2003.14874068241","2163.8795461298","2154.17825000167","2322.07325031686","2274.27253401222","2169.6011972557","2263.60288379842","2339.29557676759","2510.50513412881","2618.91829273398","2679.74989141487","2787.4409891002","2777.80897964436","2939.53441099594","3039.72081171784","3073.79488003436","3071.64198030219","3140.10037000867","3269.6413299861","3410.28408372232","3485.21444852638","3389.04683231521","","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12438.4034586275","13275.8152086652","12813.7446548984","13282.5273678674","13706.4664599903","14312.1346048486","14716.6005681801","15426.7223149243","15733.7808219382","14193.1423227311","13905.8231331696","14192.9963529946","14054.3370516238","14335.3649823521","14507.1906750663","15216.4489143119","14779.8046674063","15798.743194535","15272.4618954472","14864.6437296873","15804.0622468418","16766.3328736566","17769.4255738443","18397.6246362121","19038.1457539312","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17984.9475790552","18282.1590653848","18640.8498914261","19513.1316332381","20506.75437543","21072.5686211205","22408.6969668695","23720.4104851061","24458.5747318435","25149.5353007794","27339.9928390392","28686.0959699857","29981.0944406676","31189.3107588555","33093.5120278534","34525.4057954257","36832.9404054756","37423.1819168528","37752.9572617588","36285.807969491","35920.0219352981","36549.4227989837","37385.9234744073","38255.1533575628","39136.7742364325","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5182.48377924829","4195.47284361408","2346.15826711688","1685.19677799313","1557.77078383555","1675.58634138827","1945.72497214723","2227.98614261559","2345.01747808647","2468.36070742116","2590.83864517948","2797.4173387673","3016.05316288755","3438.54024832553","3749.21581267792","4199.43032700302","4695.19709469021","5426.99775106115","5667.44189214632","5461.10771048261","5818.19411750887","6322.49929816971","6822.69847211226","7159.82461391653","7581.9783949897","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1240.69697094185","1312.52047689866","1355.86891789396","1415.58546876621","1453.92525403771","1506.41450158441","1566.36318772969","1622.29178913984","1678.71808796283","1739.19387327997","1801.41459718939","1869.60582753113","1934.16997720193","2022.45866290131","2138.09844205623","2277.11342230073","2433.30606672113","2591.41492461364","2792.14474012229","2837.01422339979","3021.48496438917","3430.85738867292","3724.93044240355","3961.36669384107","4089.84322582019","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727.270371198172","730.785705130351","727.956710929341","738.650000687832","744.685781701784","762.210205940913","784.631249171281","818.600650906145","840.863352470885","870.927075704611","897.286623075115","934.675224612033","980.677484566805","994.469033703873","1025.48485777754","1067.17689068749","1101.31151267018","1121.68537819771","1168.51909834788","1142.49362871343","1147.08498141336","1183.85584627942","1218.98640868777","1231.71447035091","1212.76644600308","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","980.459696511231","1008.62238165507","1033.58194708547","1059.13271843101","1053.73413950474","1055.54762445042","1068.54429550885","1108.77547310613","1127.79301865148","1183.69354779025","1239.85611356088","1301.17154607539","1238.55206414128","1307.37353703438","1392.26704529822","1378.25863305139","1391.00511802563","1432.97550501331","1495.87605406827","1553.39463184923","1621.43180563733","1532.49400351483","1598.44428701113","1645.73313017309","1613.39164886057","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","973.853389574984","1034.10898881092","1045.58410939688","1068.75583044805","1101.65408218139","1148.49669393251","1276.86792426484","1353.40913775796","962.665626001717","966.485313279607","1020.15592567318","1043.87259063778","1027.49238495558","1031.8717671564","1066.61876531176","1123.59673077032","1159.64128492238","1202.31836387199","1237.68013073892","1259.73796098985","1301.19117683932","1413.94694525174","1373.44592670266","1364.65291306075","1385.53308504958","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","672.08537696986","664.437039129692","884.659644823549","971.19906053674","1117.69686341361","1295.27437617138","2123.58289256869","5219.2927577849","6313.24864615421","7787.87707040639","9104.59145450363","14712.167023262","17258.8675600273","19406.332705529","26634.9530473777","31088.0297415543","29563.6306601112","33297.5264265169","36979.0591969741","33242.0281388365","32228.2042039293","33515.5446877597","34177.6407146459","32039.3364172051","30583.385223826","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13367.6518624298","14102.7885333744","14366.1521316214","14340.3517645122","14814.5732435999","15322.9749802039","15977.2825526144","16907.8606736397","17513.2734208053","18120.4138627169","19158.7813779259","20696.1008725382","22385.8914951719","23565.1170522603","25109.5924877199","25143.1609329539","28012.7881513919","29025.076890772","30872.4944539995","30429.3349616029","28900.8054859021","26675.4572316522","25462.3590657531","25666.7157509314","26098.8113343383","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4839.58368471454","5106.578379759","5167.53237331421","5093.13704005356","5285.54518108522","5483.99954248123","5779.38062182216","6129.21378603285","6589.51669396542","7354.15277944496","7648.87122771772","7647.61419702448","8012.17782717398","8921.65552139997","9082.2508815749","10588.4419380867","10444.0189903901","11345.3947085102","11638.7451565047","10911.3661325705","10952.156812181","11219.4867274976","11244.6502159796","11645.8936930459","11944.2320637775","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3334.68999728184","3485.56153615853","3646.53667493325","3785.09323870393","3923.52692441156","4101.74244371662","4196.85201513579","4348.64199305221","4505.50969638346","4637.18406177558","4796.21644351082","4899.2008705771","5042.35013955486","5146.76350555571","5326.04505996998","5544.97185320654","5885.93407892437","6280.31954209318","6468.72512110574","6410.65890438739","6532.7718995791","6798.85090320554","6978.30457616748","7193.42891263695","7453.70278280589","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2101.88571930569","2310.74738322693","2548.08744973754","2814.01092325662","3104.53041761238","3311.44703730801","3620.29543160827","3892.03738195095","3848.89880361713","4008.23796697864","4031.95564859286","4211.26446069143","4321.17811987572","4366.38903419495","4636.57449536276","4690.00521960462","4568.37005172106","5006.18708742705","5188.1819639902","5381.98032908322","5666.10453938236","6077.18603798605","6462.63976408076","6877.63306297952","7217.99720439764","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16443.9242384493","17086.4622596993","17633.3115128874","18126.3009800125","18872.781734258","19598.8806251458","20425.6478174373","21399.0617400662","22050.2924123089","22956.5063523952","24446.8897688473","25316.2625924248","26095.8142623594","27085.4704206372","28707.3100626739","30373.3120357432","32653.2975579752","34425.704745194","35593.7234403205","34664.8735383305","35942.3103030002","37477.933340022","38561.2777610353","39437.6055570319","40481.3308480208","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17434.414002487","18884.6998043171","20347.8973566858","21747.0371863685","23025.9872322832","23592.4231751173","23958.7453878821","25399.201275891","23963.6004571018","24703.1255854691","26962.696583712","27528.181310055","28288.269668838","29792.9309293044","33016.9278597499","36437.5865572329","39940.9225581401","43281.0211087247","44800.2383911866","43935.6925546798","47134.5606632299","50085.9593288483","51250.4846961167","53366.7059858032","55084.2448114704","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2071.67937321757","2149.88542861417","2260.45560019968","2394.39537066139","2352.67933720969","2438.69180416019","2512.5195809309","2622.95086409374","2669.21752651008","2602.82418340762","2757.10790626577","2838.43465015804","2931.45474437603","3065.8086151825","3283.47910046757","3527.94756856593","3804.98225830811","4074.29850461826","4255.02605626651","4113.03293036144","4249.1009400495","4433.72195705325","4313.79580083996","4427.56753091049","4582.87806244827","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937.930249141463","956.385400265805","946.436087308764","950.664485361934","947.200223116555","984.51109469635","1026.14313270023","1060.07877934701","1078.60605159533","1100.36521908718","1127.90110661219","1171.1981372653","1195.64707844311","1238.3932483368","1304.66368920916","1391.2864041893","1479.75760162079","1578.31480497202","1659.421096774","1697.17229778271","1767.37172808084","1842.46572636009","1921.9425049616","2006.06015198218","2091.76876065513","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8118.52912819103","9140.06121312974","9720.27064184962","10212.9594530166","10102.1943411809","11057.354677976","11790.3052765174","12740.16501599","13643.3333526681","14647.1504967617","15535.4919979509","17019.7205878726","18923.516525342","20464.4454789284","19399.3903637497","18968.8863410239","20571.2488803836","21113.6175480002","21350.5225293793","21252.2999827572","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1326.83129912624","1359.44309770119","1378.79036175987","1372.49200026704","1367.54977442784","1377.75884026967","1344.5717280231","1390.70574160533","1442.97352019099","1507.27817784583","1526.15361932119","1561.37424607213","1471.64864340992","1562.30412930488","1613.34367005759","1683.63299590631","1731.79767143413","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8256.30360441719","8188.95262074258","8344.99516342462","8785.77854388932","9115.30162394748","9400.63050617287","10042.3557400544","10761.2798825283","11222.2957284799","12073.3639513757","13611.9481552861","14885.2025893982","15591.9098004612","16389.4211925704","17215.8741312626","18583.6234627436","19269.6446438263","20742.4380939969","20800.6309951172","21477.6000817606","22523.830711473","22493.99770989","23336.2464442155","24498.4942795381","",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2893.82939433887","3201.04525676803","3451.56888406911","3728.24915983722","4029.93867708987","4391.08643278915","4741.50688807561","4976.45616255423","4308.54106104845","4347.99928874934","4601.84932811951","4812.06124291342","5037.16749312683","5311.4007641464","5655.9938857189","6088.87921106004","6534.27412871118","7040.66974659319","7511.4173321116","7815.70708170044","8294.05431709626","8870.28418891497","9449.35145384124","9995.03229475323","10517.0300579934","",
"Isle of Man","IMN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1146.0263464783","1172.56448317357","1239.99543941556","1303.89578372322","1393.00126375164","1500.68053771404","1612.53410541389","1674.86973531276","1764.87821502562","1915.39063631543","1998.48864493779","2105.84099721245","2182.24454764737","2361.33484883302","2576.53760777879","2860.88569173728","3172.70748422865","3523.03945982755","3677.71992607854","3963.22682013455","4362.84881448244","4685.86373218659","4948.3303780642","5301.79393849028","5707.65386409775","",
"Not classified","INX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13371.6021394287","14002.5722376475","14699.9395005742","15377.8844404588","16543.7515127296","18421.2593378244","19953.9850131491","22065.2515076441","24443.7970916348","26491.0714480043","29466.8483810539","31585.03499687","34246.1935165419","35787.6478569452","37982.4245988022","40250.6700711474","43714.3846596332","46668.0886625139","43743.6357329006","41554.17145752","42900.057293365","44912.6549072383","45241.9973876431","45677.1260018616","47803.9646964521","",
"Iran, Islamic Rep.","IRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6168.35490329656","7036.25140090824","7393.89393631853","7364.15692629441","7407.67242136802","7657.58709963075","8216.46899976233","8485.03384119401","8647.34396859602","8788.61090825987","9297.37078643199","9716.16450468805","10468.2611264576","11298.8765707338","12059.0315923154","12873.9253351263","13892.8327686432","15001.702670872","15354.7653771662","15642.8525434467","16682.9710463057","17480.18234888","16413.5348128718","16128.1468648736","16391.5624655488","",
"Iraq","IRQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7262.66481100089","2626.75261564189","3462.80749496761","4484.63678739636","4614.71270687799","4665.47988136959","5112.95229437114","6110.40478590598","8074.05231582805","9349.30282081359","9414.31494282059","9573.06236324234","8800.8120934332","5844.19853369097","9014.30477581073","9463.14041614194","10473.6137043802","10629.5109181062","11261.1920388289","11682.529092729","12117.2103401394","13226.9413948048","14714.0745500371","15705.5169554471","14468.649702526","",
"Iceland","ISL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21903.2463369797","22321.5134965565","21784.5728421262","22367.2158088504","23463.322305054","23850.8904239684","24821.8877222145","26751.30025773","28449.3645216604","29294.6476895713","29684.9551951673","31336.3383851524","32057.0641684378","31800.6122436883","35041.4770751957","35986.3893968247","36880.2981780975","38986.0939785678","41529.3168326996","39827.3603464206","38659.003252583","39619.4415277145","40606.5184027789","42035.2926171244","43392.5495967192","",
"Israel","ISR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13433.3097081262","13863.6028861015","14660.8573844","15177.31381524","16173.7293775398","19606.6676535196","20575.6807645886","21201.9107174387","21854.6461253633","22423.9567953884","24712.3663121619","24714.0675541525","24965.0751368189","23541.3661426691","24965.7722191776","24603.7606819971","25379.7364417556","27200.6640062775","27155.744013576","27365.7348500319","28762.6222506766","30182.5011733852","31628.4958399724","32490.6207427851","33072.3989874474","",
